Hour,Seasons,Holiday,Functioning Day,Month,Rented Bike Count
Morning,Autumn,No Holiday,Yes,September,1556
Morning,Autumn,No Holiday,Yes,September,2369
Morning,Autumn,No Holiday,Yes,September,1234
Morning,Autumn,No Holiday,Yes,September,922
Morning,Autumn,No Holiday,Yes,September,1012
Morning,Autumn,No Holiday,Yes,September,1192
Afternoon,Autumn,No Holiday,Yes,September,1102
Afternoon,Autumn,No Holiday,Yes,September,1115
Afternoon,Autumn,No Holiday,Yes,September,1222
Afternoon,Autumn,No Holiday,Yes,September,1527
Afternoon,Autumn,No Holiday,Yes,September,2171
Afternoon,Autumn,No Holiday,Yes,September,3222
Night,Autumn,No Holiday,Yes,September,2455
Night,Autumn,No Holiday,Yes,September,2072
Night,Autumn,No Holiday,Yes,September,2018
Night,Autumn,No Holiday,Yes,September,1868
Night,Autumn,No Holiday,Yes,September,1240
Morning,Autumn,No Holiday,Yes,September,949
Morning,Autumn,No Holiday,Yes,September,691
Morning,Autumn,No Holiday,Yes,September,462
Morning,Autumn,No Holiday,Yes,September,297
Morning,Autumn,No Holiday,Yes,September,215
Morning,Autumn,No Holiday,Yes,September,241
Morning,Autumn,No Holiday,Yes,September,656
Morning,Autumn,No Holiday,Yes,September,1551
Morning,Autumn,No Holiday,Yes,September,2391
Morning,Autumn,No Holiday,Yes,September,1234
Morning,Autumn,No Holiday,Yes,September,923
Morning,Autumn,No Holiday,Yes,September,1017
Morning,Autumn,No Holiday,Yes,September,1165
Afternoon,Autumn,No Holiday,Yes,September,1066
Afternoon,Autumn,No Holiday,Yes,September,1087
Afternoon,Autumn,No Holiday,Yes,September,1251
Afternoon,Autumn,No Holiday,Yes,September,1494
Afternoon,Autumn,No Holiday,Yes,September,2129
Afternoon,Autumn,No Holiday,Yes,September,3256
Night,Autumn,No Holiday,Yes,September,2443
Night,Autumn,No Holiday,Yes,September,2146
Night,Autumn,No Holiday,Yes,September,2012
Night,Autumn,No Holiday,Yes,September,1824
Night,Autumn,No Holiday,Yes,September,1309
Morning,Autumn,No Holiday,Yes,September,968
Morning,Autumn,No Holiday,Yes,September,736
Morning,Autumn,No Holiday,Yes,September,437
Morning,Autumn,No Holiday,Yes,September,304
Morning,Autumn,No Holiday,Yes,September,240
Morning,Autumn,No Holiday,Yes,September,248
Morning,Autumn,No Holiday,Yes,September,655
Morning,Autumn,No Holiday,Yes,September,1448
Morning,Autumn,No Holiday,Yes,September,2329
Morning,Autumn,No Holiday,Yes,September,1322
Morning,Autumn,No Holiday,Yes,September,915
Morning,Autumn,No Holiday,Yes,September,972
Morning,Autumn,No Holiday,Yes,September,1119
Afternoon,Autumn,No Holiday,Yes,September,1014
Afternoon,Autumn,No Holiday,Yes,September,1097
Afternoon,Autumn,No Holiday,Yes,September,1200
Afternoon,Autumn,No Holiday,Yes,September,1436
Afternoon,Autumn,No Holiday,Yes,September,2021
Afternoon,Autumn,No Holiday,Yes,September,3146
Night,Autumn,No Holiday,Yes,September,2365
Night,Autumn,No Holiday,Yes,September,2003
Night,Autumn,No Holiday,Yes,September,2000
Night,Autumn,No Holiday,Yes,September,1713
Night,Autumn,No Holiday,Yes,September,1303
Morning,Autumn,No Holiday,Yes,September,971
Morning,Autumn,No Holiday,Yes,September,775
Morning,Autumn,No Holiday,Yes,September,482
Morning,Autumn,No Holiday,Yes,September,349
Morning,Autumn,No Holiday,Yes,September,223
Morning,Autumn,No Holiday,Yes,September,249
Morning,Autumn,No Holiday,Yes,September,644
Morning,Autumn,No Holiday,Yes,September,1456
Morning,Autumn,No Holiday,Yes,September,2253
Morning,Autumn,No Holiday,Yes,September,1201
Morning,Autumn,No Holiday,Yes,September,936
Morning,Autumn,No Holiday,Yes,September,982
Morning,Autumn,No Holiday,Yes,September,1088
Afternoon,Autumn,No Holiday,Yes,September,1155
Afternoon,Autumn,No Holiday,Yes,September,1199
Afternoon,Autumn,No Holiday,Yes,September,1347
Afternoon,Autumn,No Holiday,Yes,September,1503
Afternoon,Autumn,No Holiday,Yes,September,2059
Afternoon,Autumn,No Holiday,Yes,September,2826
Night,Autumn,No Holiday,Yes,September,1996
Night,Autumn,No Holiday,Yes,September,1869
Night,Autumn,No Holiday,Yes,September,1259
Night,Autumn,No Holiday,Yes,September,567
Night,Autumn,No Holiday,Yes,September,810
Morning,Autumn,No Holiday,Yes,September,906
Morning,Autumn,No Holiday,Yes,September,881
Morning,Autumn,No Holiday,Yes,September,580
Morning,Autumn,No Holiday,Yes,September,302
Morning,Autumn,No Holiday,Yes,September,234
Morning,Autumn,No Holiday,Yes,September,169
Morning,Autumn,No Holiday,Yes,September,272
Morning,Autumn,No Holiday,Yes,September,453
Morning,Autumn,No Holiday,Yes,September,829
Morning,Autumn,No Holiday,Yes,September,934
Morning,Autumn,No Holiday,Yes,September,1017
Morning,Autumn,No Holiday,Yes,September,1212
Morning,Autumn,No Holiday,Yes,September,1284
Afternoon,Autumn,No Holiday,Yes,September,1465
Afternoon,Autumn,No Holiday,Yes,September,1474
Afternoon,Autumn,No Holiday,Yes,September,1077
Afternoon,Autumn,No Holiday,Yes,September,1273
Afternoon,Autumn,No Holiday,Yes,September,1474
Afternoon,Autumn,No Holiday,Yes,September,1566
Night,Autumn,No Holiday,Yes,September,1578
Night,Autumn,No Holiday,Yes,September,1613
Night,Autumn,No Holiday,Yes,September,1710
Night,Autumn,No Holiday,Yes,September,1566
Night,Autumn,No Holiday,Yes,September,1210
Morning,Autumn,No Holiday,Yes,September,1014
Morning,Autumn,No Holiday,Yes,September,764
Morning,Autumn,No Holiday,Yes,September,432
Morning,Autumn,No Holiday,Yes,September,258
Morning,Autumn,No Holiday,Yes,September,188
Morning,Autumn,No Holiday,Yes,September,123
Morning,Autumn,No Holiday,Yes,September,137
Morning,Autumn,No Holiday,Yes,September,258
Morning,Autumn,No Holiday,Yes,September,464
Morning,Autumn,No Holiday,Yes,September,725
Morning,Autumn,No Holiday,Yes,September,813
Morning,Autumn,No Holiday,Yes,September,1014
Morning,Autumn,No Holiday,Yes,September,989
Afternoon,Autumn,No Holiday,Yes,September,754
Afternoon,Autumn,No Holiday,Yes,September,409
Afternoon,Autumn,No Holiday,Yes,September,222
Afternoon,Autumn,No Holiday,Yes,September,142
Afternoon,Autumn,No Holiday,Yes,September,322
Afternoon,Autumn,No Holiday,Yes,September,520
Night,Autumn,No Holiday,Yes,September,852
Night,Autumn,No Holiday,Yes,September,1073
Night,Autumn,No Holiday,Yes,September,1146
Night,Autumn,No Holiday,Yes,September,988
Night,Autumn,No Holiday,Yes,September,571
Morning,Autumn,No Holiday,Yes,September,531
Morning,Autumn,No Holiday,Yes,September,337
Morning,Autumn,No Holiday,Yes,September,227
Morning,Autumn,No Holiday,Yes,September,186
Morning,Autumn,No Holiday,Yes,September,160
Morning,Autumn,No Holiday,Yes,September,246
Morning,Autumn,No Holiday,Yes,September,625
Morning,Autumn,No Holiday,Yes,September,1487
Morning,Autumn,No Holiday,Yes,September,2276
Morning,Autumn,No Holiday,Yes,September,1185
Morning,Autumn,No Holiday,Yes,September,868
Morning,Autumn,No Holiday,Yes,September,954
Morning,Autumn,No Holiday,Yes,September,1083
Afternoon,Autumn,No Holiday,Yes,September,1069
Afternoon,Autumn,No Holiday,Yes,September,1092
Afternoon,Autumn,No Holiday,Yes,September,1207
Afternoon,Autumn,No Holiday,Yes,September,1445
Afternoon,Autumn,No Holiday,Yes,September,2056
Afternoon,Autumn,No Holiday,Yes,September,3277
Night,Autumn,No Holiday,Yes,September,2489
Night,Autumn,No Holiday,Yes,September,2232
Night,Autumn,No Holiday,Yes,September,2100
Night,Autumn,No Holiday,Yes,September,1865
Night,Autumn,No Holiday,Yes,September,1293
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,Yes,September,886
Morning,Autumn,No Holiday,Yes,September,761
Morning,Autumn,No Holiday,Yes,September,524
Morning,Autumn,No Holiday,Yes,September,294
Morning,Autumn,No Holiday,Yes,September,241
Morning,Autumn,No Holiday,Yes,September,137
Morning,Autumn,No Holiday,Yes,September,47
Morning,Autumn,No Holiday,Yes,September,130
Morning,Autumn,No Holiday,Yes,September,299
Morning,Autumn,No Holiday,Yes,September,89
Morning,Autumn,No Holiday,Yes,September,87
Morning,Autumn,No Holiday,Yes,September,111
Morning,Autumn,No Holiday,Yes,September,180
Afternoon,Autumn,No Holiday,Yes,September,301
Afternoon,Autumn,No Holiday,Yes,September,573
Afternoon,Autumn,No Holiday,Yes,September,696
Afternoon,Autumn,No Holiday,Yes,September,912
Afternoon,Autumn,No Holiday,Yes,September,1290
Afternoon,Autumn,No Holiday,Yes,September,1786
Night,Autumn,No Holiday,Yes,September,1272
Night,Autumn,No Holiday,Yes,September,898
Night,Autumn,No Holiday,Yes,September,784
Night,Autumn,No Holiday,Yes,September,1049
Night,Autumn,No Holiday,Yes,September,935
Morning,Autumn,No Holiday,Yes,September,809
Morning,Autumn,No Holiday,Yes,September,674
Morning,Autumn,No Holiday,Yes,September,122
Morning,Autumn,No Holiday,Yes,September,28
Morning,Autumn,No Holiday,Yes,September,24
Morning,Autumn,No Holiday,Yes,September,24
Morning,Autumn,No Holiday,Yes,September,23
Morning,Autumn,No Holiday,Yes,September,45
Morning,Autumn,No Holiday,Yes,September,127
Morning,Autumn,No Holiday,Yes,September,47
Morning,Autumn,No Holiday,Yes,September,78
Morning,Autumn,No Holiday,Yes,September,98
Morning,Autumn,No Holiday,Yes,September,143
Afternoon,Autumn,No Holiday,Yes,September,600
Afternoon,Autumn,No Holiday,Yes,September,972
Afternoon,Autumn,No Holiday,Yes,September,1288
Afternoon,Autumn,No Holiday,Yes,September,1550
Afternoon,Autumn,No Holiday,Yes,September,1904
Afternoon,Autumn,No Holiday,Yes,September,2235
Night,Autumn,No Holiday,Yes,September,1720
Night,Autumn,No Holiday,Yes,September,1551
Night,Autumn,No Holiday,Yes,September,1540
Night,Autumn,No Holiday,Yes,September,1493
Night,Autumn,No Holiday,Yes,September,1171
Morning,Autumn,No Holiday,Yes,September,953
Morning,Autumn,No Holiday,Yes,September,875
Morning,Autumn,No Holiday,Yes,September,655
Morning,Autumn,No Holiday,Yes,September,458
Morning,Autumn,No Holiday,Yes,September,96
Morning,Autumn,No Holiday,Yes,September,93
Morning,Autumn,No Holiday,Yes,September,215
Morning,Autumn,No Holiday,Yes,September,363
Morning,Autumn,No Holiday,Yes,September,654
Morning,Autumn,No Holiday,Yes,September,810
Morning,Autumn,No Holiday,Yes,September,925
Morning,Autumn,No Holiday,Yes,September,1062
Morning,Autumn,No Holiday,Yes,September,1273
Afternoon,Autumn,No Holiday,Yes,September,1409
Afternoon,Autumn,No Holiday,Yes,September,1532
Afternoon,Autumn,No Holiday,Yes,September,1814
Afternoon,Autumn,No Holiday,Yes,September,1840
Afternoon,Autumn,No Holiday,Yes,September,2045
Afternoon,Autumn,No Holiday,Yes,September,1939
Night,Autumn,No Holiday,Yes,September,1743
Night,Autumn,No Holiday,Yes,September,1604
Night,Autumn,No Holiday,Yes,September,1502
Night,Autumn,No Holiday,Yes,September,1430
Night,Autumn,No Holiday,Yes,September,1108
Morning,Autumn,Holiday,Yes,September,880
Morning,Autumn,Holiday,Yes,September,644
Morning,Autumn,Holiday,Yes,September,489
Morning,Autumn,Holiday,Yes,September,334
Morning,Autumn,Holiday,Yes,September,202
Morning,Autumn,Holiday,Yes,September,106
Morning,Autumn,Holiday,Yes,September,144
Morning,Autumn,Holiday,Yes,September,261
Morning,Autumn,Holiday,Yes,September,439
Morning,Autumn,Holiday,Yes,September,534
Morning,Autumn,Holiday,Yes,September,620
Morning,Autumn,Holiday,Yes,September,764
Morning,Autumn,Holiday,Yes,September,915
Afternoon,Autumn,Holiday,Yes,September,1031
Afternoon,Autumn,Holiday,Yes,September,1136
Afternoon,Autumn,Holiday,Yes,September,1366
Afternoon,Autumn,Holiday,Yes,September,1502
Afternoon,Autumn,Holiday,Yes,September,1591
Afternoon,Autumn,Holiday,Yes,September,1492
Night,Autumn,Holiday,Yes,September,1333
Night,Autumn,Holiday,Yes,September,1287
Night,Autumn,Holiday,Yes,September,1148
Night,Autumn,Holiday,Yes,September,1074
Night,Autumn,Holiday,Yes,September,768
Morning,Autumn,Holiday,Yes,September,620
Morning,Autumn,Holiday,Yes,September,426
Morning,Autumn,Holiday,Yes,September,302
Morning,Autumn,Holiday,Yes,September,216
Morning,Autumn,Holiday,Yes,September,141
Morning,Autumn,Holiday,Yes,September,105
Morning,Autumn,Holiday,Yes,September,141
Morning,Autumn,Holiday,Yes,September,205
Morning,Autumn,Holiday,Yes,September,296
Morning,Autumn,Holiday,Yes,September,310
Morning,Autumn,Holiday,Yes,September,426
Morning,Autumn,Holiday,Yes,September,588
Morning,Autumn,Holiday,Yes,September,754
Afternoon,Autumn,Holiday,Yes,September,885
Afternoon,Autumn,Holiday,Yes,September,1099
Afternoon,Autumn,Holiday,Yes,September,1273
Afternoon,Autumn,Holiday,Yes,September,1433
Afternoon,Autumn,Holiday,Yes,September,1442
Afternoon,Autumn,Holiday,Yes,September,1237
Night,Autumn,Holiday,Yes,September,1280
Night,Autumn,Holiday,Yes,September,1227
Night,Autumn,Holiday,Yes,September,1145
Night,Autumn,Holiday,Yes,September,958
Night,Autumn,Holiday,Yes,September,750
Morning,Autumn,Holiday,Yes,September,558
Morning,Autumn,Holiday,Yes,September,408
Morning,Autumn,Holiday,Yes,September,292
Morning,Autumn,Holiday,Yes,September,222
Morning,Autumn,Holiday,Yes,September,157
Morning,Autumn,Holiday,Yes,September,105
Morning,Autumn,Holiday,Yes,September,132
Morning,Autumn,Holiday,Yes,September,262
Morning,Autumn,Holiday,Yes,September,440
Morning,Autumn,Holiday,Yes,September,542
Morning,Autumn,Holiday,Yes,September,667
Morning,Autumn,Holiday,Yes,September,853
Morning,Autumn,Holiday,Yes,September,1045
Afternoon,Autumn,Holiday,Yes,September,1309
Afternoon,Autumn,Holiday,Yes,September,1522
Afternoon,Autumn,Holiday,Yes,September,1747
Afternoon,Autumn,Holiday,Yes,September,1955
Afternoon,Autumn,Holiday,Yes,September,2033
Afternoon,Autumn,Holiday,Yes,September,1885
Night,Autumn,Holiday,Yes,September,1608
Night,Autumn,Holiday,Yes,September,1583
Night,Autumn,Holiday,Yes,September,1565
Night,Autumn,Holiday,Yes,September,1418
Night,Autumn,Holiday,Yes,September,1042
Morning,Autumn,No Holiday,Yes,September,880
Morning,Autumn,No Holiday,Yes,September,594
Morning,Autumn,No Holiday,Yes,September,453
Morning,Autumn,No Holiday,Yes,September,355
Morning,Autumn,No Holiday,Yes,September,222
Morning,Autumn,No Holiday,Yes,September,150
Morning,Autumn,No Holiday,Yes,September,230
Morning,Autumn,No Holiday,Yes,September,335
Morning,Autumn,No Holiday,Yes,September,598
Morning,Autumn,No Holiday,Yes,September,680
Morning,Autumn,No Holiday,Yes,September,923
Morning,Autumn,No Holiday,Yes,September,1152
Morning,Autumn,No Holiday,Yes,September,1358
Afternoon,Autumn,No Holiday,Yes,September,1686
Afternoon,Autumn,No Holiday,Yes,September,1972
Afternoon,Autumn,No Holiday,Yes,September,2170
Afternoon,Autumn,No Holiday,Yes,September,2270
Afternoon,Autumn,No Holiday,Yes,September,2349
Afternoon,Autumn,No Holiday,Yes,September,2339
Night,Autumn,No Holiday,Yes,September,1937
Night,Autumn,No Holiday,Yes,September,1653
Night,Autumn,No Holiday,Yes,September,1529
Night,Autumn,No Holiday,Yes,September,1249
Night,Autumn,No Holiday,Yes,September,934
Morning,Autumn,No Holiday,Yes,September,770
Morning,Autumn,No Holiday,Yes,September,488
Morning,Autumn,No Holiday,Yes,September,326
Morning,Autumn,No Holiday,Yes,September,178
Morning,Autumn,No Holiday,Yes,September,151
Morning,Autumn,No Holiday,Yes,September,207
Morning,Autumn,No Holiday,Yes,September,589
Morning,Autumn,No Holiday,Yes,September,1364
Morning,Autumn,No Holiday,Yes,September,2129
Morning,Autumn,No Holiday,Yes,September,1120
Morning,Autumn,No Holiday,Yes,September,907
Morning,Autumn,No Holiday,Yes,September,1019
Morning,Autumn,No Holiday,Yes,September,1189
Afternoon,Autumn,No Holiday,Yes,September,1191
Afternoon,Autumn,No Holiday,Yes,September,1305
Afternoon,Autumn,No Holiday,Yes,September,1404
Afternoon,Autumn,No Holiday,Yes,September,1636
Afternoon,Autumn,No Holiday,Yes,September,2189
Afternoon,Autumn,No Holiday,Yes,September,3154
Night,Autumn,No Holiday,Yes,September,2422
Night,Autumn,No Holiday,Yes,September,2098
Night,Autumn,No Holiday,Yes,September,1930
Night,Autumn,No Holiday,Yes,September,1801
Night,Autumn,No Holiday,Yes,September,1222
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,Yes,September,1037
Morning,Autumn,No Holiday,Yes,September,982
Morning,Autumn,No Holiday,Yes,September,690
Morning,Autumn,No Holiday,Yes,September,493
Morning,Autumn,No Holiday,Yes,September,301
Morning,Autumn,No Holiday,Yes,September,208
Morning,Autumn,No Holiday,Yes,September,290
Morning,Autumn,No Holiday,Yes,September,513
Morning,Autumn,No Holiday,Yes,September,848
Morning,Autumn,No Holiday,Yes,September,1076
Morning,Autumn,No Holiday,Yes,September,1071
Morning,Autumn,No Holiday,Yes,September,1284
Morning,Autumn,No Holiday,Yes,September,1495
Afternoon,Autumn,No Holiday,Yes,September,1752
Afternoon,Autumn,No Holiday,Yes,September,1892
Afternoon,Autumn,No Holiday,Yes,September,2065
Afternoon,Autumn,No Holiday,Yes,September,2254
Afternoon,Autumn,No Holiday,Yes,September,2432
Afternoon,Autumn,No Holiday,Yes,September,2397
Night,Autumn,No Holiday,Yes,September,2021
Night,Autumn,No Holiday,Yes,September,1835
Night,Autumn,No Holiday,Yes,September,1781
Night,Autumn,No Holiday,Yes,September,1501
Night,Autumn,No Holiday,Yes,September,1229
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Afternoon,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Night,Autumn,No Holiday,No,September,0
Morning,Autumn,No Holiday,Yes,October,680
Morning,Autumn,No Holiday,Yes,October,402
Morning,Autumn,No Holiday,Yes,October,262
Morning,Autumn,No Holiday,Yes,October,179
Morning,Autumn,No Holiday,Yes,October,143
Morning,Autumn,No Holiday,Yes,October,246
Morning,Autumn,No Holiday,Yes,October,632
Morning,Autumn,No Holiday,Yes,October,1429
Morning,Autumn,No Holiday,Yes,October,2101
Morning,Autumn,No Holiday,Yes,October,1106
Morning,Autumn,No Holiday,Yes,October,856
Morning,Autumn,No Holiday,Yes,October,959
Morning,Autumn,No Holiday,Yes,October,1138
Afternoon,Autumn,No Holiday,Yes,October,1087
Afternoon,Autumn,No Holiday,Yes,October,1137
Afternoon,Autumn,No Holiday,Yes,October,1258
Afternoon,Autumn,No Holiday,Yes,October,1357
Afternoon,Autumn,No Holiday,Yes,October,1799
Afternoon,Autumn,No Holiday,Yes,October,2857
Night,Autumn,No Holiday,Yes,October,2122
Night,Autumn,No Holiday,Yes,October,1824
Night,Autumn,No Holiday,Yes,October,1777
Night,Autumn,No Holiday,Yes,October,1501
Night,Autumn,No Holiday,Yes,October,1057
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Morning,Autumn,Holiday,Yes,October,1040
Morning,Autumn,Holiday,Yes,October,882
Morning,Autumn,Holiday,Yes,October,685
Morning,Autumn,Holiday,Yes,October,497
Morning,Autumn,Holiday,Yes,October,284
Morning,Autumn,Holiday,Yes,October,173
Morning,Autumn,Holiday,Yes,October,278
Morning,Autumn,Holiday,Yes,October,440
Morning,Autumn,Holiday,Yes,October,762
Morning,Autumn,Holiday,Yes,October,966
Morning,Autumn,Holiday,Yes,October,1113
Morning,Autumn,Holiday,Yes,October,1248
Morning,Autumn,Holiday,Yes,October,1634
Afternoon,Autumn,Holiday,Yes,October,1849
Afternoon,Autumn,Holiday,Yes,October,1995
Afternoon,Autumn,Holiday,Yes,October,2200
Afternoon,Autumn,Holiday,Yes,October,2112
Afternoon,Autumn,Holiday,Yes,October,2400
Afternoon,Autumn,Holiday,Yes,October,2235
Night,Autumn,Holiday,Yes,October,1792
Night,Autumn,Holiday,Yes,October,1744
Night,Autumn,Holiday,Yes,October,1594
Night,Autumn,Holiday,Yes,October,1393
Night,Autumn,Holiday,Yes,October,1033
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Afternoon,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Night,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,Yes,October,973
Morning,Autumn,No Holiday,Yes,October,735
Morning,Autumn,No Holiday,Yes,October,515
Morning,Autumn,No Holiday,Yes,October,329
Morning,Autumn,No Holiday,Yes,October,221
Morning,Autumn,No Holiday,Yes,October,223
Morning,Autumn,No Holiday,Yes,October,531
Morning,Autumn,No Holiday,Yes,October,282
Morning,Autumn,No Holiday,Yes,October,208
Morning,Autumn,No Holiday,Yes,October,47
Morning,Autumn,No Holiday,Yes,October,33
Morning,Autumn,No Holiday,Yes,October,29
Morning,Autumn,No Holiday,Yes,October,23
Afternoon,Autumn,No Holiday,Yes,October,22
Afternoon,Autumn,No Holiday,Yes,October,17
Afternoon,Autumn,No Holiday,Yes,October,8
Afternoon,Autumn,No Holiday,Yes,October,28
Afternoon,Autumn,No Holiday,Yes,October,66
Afternoon,Autumn,No Holiday,Yes,October,74
Night,Autumn,No Holiday,Yes,October,55
Night,Autumn,No Holiday,Yes,October,44
Night,Autumn,No Holiday,Yes,October,32
Night,Autumn,No Holiday,Yes,October,23
Night,Autumn,No Holiday,Yes,October,4
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,No,October,0
Morning,Autumn,No Holiday,Yes,October,5
Morning,Autumn,No Holiday,Yes,October,6
Morning,Autumn,No Holiday,Yes,October,5
Morning,Autumn,No Holiday,Yes,October,2
Morning,Autumn,No Holiday,Yes,October,20
Morning,Autumn,No Holiday,Yes,October,130
Afternoon,Autumn,No Holiday,Yes,October,529
